NIU,PERSO_JUR,REGIME_2022,PROFIL_2022,CENTRE_2022,CRI_2022,QUAL_NIU_2022,LOG_CA_2022,LOG_CA_EXP_2022,LOG_VAL_EXP_2022,LOG_VAL_IMP_2022,RATIO_EXP_CA_2022,RATIO_IMP_CA_2022,ECART_EXP_DOUANE_2022,RATIO_ECART_2022,EVOL_CA_2122,INTENSITE_EXP_2022,INTENSITE_IMP_2022,NIU_MAUVAIS,SCORE_FICH_2022,SCORE_DEV_2022,SCORE_RCA_2022,FRAUDE_2022
891,Personne morale,REEL,C,CIME,CRIL1,Bon,21.112385212486807,0.0,0.0,21.16950761886786,0.0,1.0587854038757942,0.0,0.0,0.0,0,1,0,0,0,1,0
892,Personne morale,REEL,C,CIME,CRIL2,Bon,21.14072233739845,0.0,0.0,19.378300319157212,0.0,0.17162867158109749,0.0,0.0,0.0,0,1,0,0,0,1,0
893,Personne morale,REEL,C,CIME,CRIL2,Bon,21.141676091916707,0.0,0.0,21.116148864276873,0.0,0.974795836556348,0.0,0.0,0.0,0,1,0,0,0,1,0
894,Personne morale,REEL,C,CIME,CRIL2,Bon,21.148127878303345,0.0,19.55696176643558,0.0,0.0,0.0,311516157.0,0.2036879496012361,0.5429866849181291,1,0,0,0,2,1,1
895,Personne morale,REEL,C,CIME,CRIC1,Bon,21.14930770988386,0.0,0.0,19.92471257302378,0.0,0.29387665541414576,0.0,0.0,0.0,0,1,0,0,0,1,0
896,Personne morale,REEL,C,CIME,CRIL1,Bon,21.152567157217625,0.0,21.152567157217625,0.0,0.0,0.0,1536183847.0,0.9999999993490363,0.2848349256430769,1,0,0,0,1,1,1
897,Personne morale,REEL,C,CIME,CRINO,Bon,21.160586299785326,0.0,0.0,21.01863428041729,0.0,0.867662885855054,0.0,0.0,0.0,0,1,0,0,0,1,0
898,Personne morale,REEL,C,CIME,CRIC1,Bon,21.160708933267717,0.0,0.0,19.369784735794216,0.0,0.1668059361361729,0.0,0.0,0.0,0,1,0,0,0,1,0
899,Personne morale,REEL,C,CIME,CRIL2,Bon,21.161862645559765,0.0,0.0,20.256387067436936,0.0,0.4043495389290439,0.0,0.0,0.0,0,1,0,0,0,1,0
900,Personne morale,REEL,C,CIME,CRIL1,Bon,21.161939016528436,0.0,0.0,21.64843165764975,0.0,1.626601128819,0.0,0.0,0.0,0,1,0,0,1,1,1
901,Personne morale,REEL,C,CIME,CRIC2,Bon,21.16743990292448,0.0,0.0,19.78180812930196,0.0,0.2501657011228846,0.0,0.0,0.0,0,1,0,0,1,1,1
902,Personne morale,REEL,C,CIME,CRIL2,Bon,21.212768419933198,0.0,19.80303526910104,0.0,0.0,0.0,398427165.0,0.244208440665759,0.07898053817957092,1,0,0,0,1,1,1
903,Personne morale,REEL,C,CIME,CRIL1,Bon,21.224219846463,0.0,0.0,21.004037041012992,0.0,0.8023721059549261,0.0,0.0,0.0,0,1,0,0,1,1,1
904,Personne morale,REEL,C,CSI,CRIL2,Bon,21.232925782173083,0.0,18.23860263352294,0.0,0.0,0.0,83353622.0,0.050070505308642266,-0.006529598495328214,1,0,0,0,1,1,1
905,Personne morale,REEL,C,CIME,CRIL1,Bon,21.242339430499584,0.0,0.0,18.463270784158293,0.0,0.062096313488178456,0.0,0.0,0.0,0,1,0,1,0,1,0
906,Personne morale,REEL,C,CIME,CRICEXT,Bon,21.26470889948788,0.0,19.33401850008217,0.0,0.0,0.0,249262844.0,0.14504802225632518,1.0131326620129435,1,0,0,0,1,1,1
907,Personne morale,REEL,C,CIME,CRISO,Bon,21.277195466423365,0.0,20.45115440379692,0.0,0.0,0.0,761769369.0,0.4377789992176555,0.13214999729177704,1,0,0,0,2,1,1
908,Personne morale,REEL,C,CIME,CRIL2,Bon,21.285653678046934,0.0,0.0,18.501039580113563,0.0,0.061752914441092016,0.0,0.0,0.0,0,1,0,0,0,1,0
909,Personne morale,REEL,C,CIME,CRIL1,Bon,21.311855498804604,0.0,0.0,19.86496222113809,0.0,0.23530016546846486,0.0,0.0,0.0,0,1,0,0,1,1,1
910,Personne morale,REEL,C,CIME,CRIL2,Bon,21.320057985484016,0.0,0.0,20.760074509814118,0.0,0.571218502223353,0.0,0.0,0.0,0,1,0,0,0,1,0
911,Personne morale,REEL,C,CIME,CRIC2,Bon,21.32871267559853,0.0,0.0,21.21462474901426,0.0,0.8921795055911889,0.0,0.0,0.0,0,1,0,0,1,1,1
912,Personne morale,REEL,C,CIME,CRIL2,Bon,21.346404631094337,0.0,0.0,19.493189124287262,0.0,0.15673238060377764,0.0,0.0,0.0,0,1,0,0,0,1,0
913,Personne morale,REEL,C,CIME,CRISO,Bon,21.35020334557382,0.0,21.35020334557382,0.0,0.0,0.0,1871869208.0,0.9999999994657747,3.3903789975449428,1,0,0,0,1,1,1
914,Personne morale,REEL,C,CIME,CRIL2,Bon,21.358835597719203,0.0,0.0,20.714050846034546,0.0,0.5247754864604327,0.0,0.0,0.0,0,1,0,0,1,1,1
915,Personne morale,REEL,C,CIME,CRIL1,Bon,21.373789724016614,0.0,0.0,18.95092322061316,0.0,0.08866708779713518,0.0,0.0,0.0,0,1,0,0,1,1,1
916,Personne morale,REEL,C,CIME,CRIEN,Bon,21.394479480002826,0.0,0.0,21.91123958072831,0.0,1.676586867577319,0.0,0.0,0.0,0,1,0,0,0,1,0
917,Personne morale,REEL,C,CIME,CRIL2,Bon,21.40350459211239,0.0,0.0,20.062384534877822,0.0,0.2615525501234796,0.0,0.0,0.0,0,1,0,0,1,1,1
918,Personne morale,REEL,C,CIME,CRIL2,Bon,21.408061321984533,0.0,0.0,19.944836000297446,0.0,0.23148844417667655,0.0,0.0,0.0,0,1,0,0,0,1,0
919,Personne morale,REEL,C,CIME,CRIL2,Bon,21.41372535698036,0.0,0.0,20.74857518906995,0.0,0.5141963056224986,0.0,0.0,0.0,0,1,0,0,0,1,0
920,Personne morale,REEL,C,CIME,CRIE,Bon,21.4187194301906,0.0,19.58556567742109,0.0,0.0,0.0,320555400.0,0.1599084594539406,4.946437144023112,1,0,0,0,1,1,1
921,Personne morale,REEL,C,CIME,CRIL2,Bon,21.44276256053146,0.0,0.0,22.460913570200464,0.0,2.768071890703366,0.0,0.0,0.0,0,1,0,0,0,1,0
922,Personne morale,REEL,C,CIME,CRIL2,Bon,21.453623256201883,0.0,0.0,20.95656822727544,0.0,0.608319507238927,0.0,0.0,0.0,0,1,0,0,0,1,0
923,Personne morale,REEL,C,CIME,CRIL1,Bon,21.47881103580765,0.0,0.0,20.2193470923468,0.0,0.2838061213879913,0.0,0.0,0.0,0,1,0,0,0,1,0
924,Personne morale,REEL,C,CIME,CRIL1,Bon,21.48999774121806,0.0,19.460935632047825,0.0,0.0,0.0,282993823.0,0.13145875684687222,0.41018477389077157,1,0,0,0,1,1,1
925,Personne morale,REEL,C,CIME,CRIL2,Bon,21.501143322286158,0.0,0.0,21.76224421461119,0.0,1.2983586527896165,0.0,0.0,0.0,0,1,0,0,0,1,0
926,Personne morale,REEL,C,CIME,CRIC1,Bon,21.50220685935079,0.0,0.0,18.438701274452992,0.0,0.0467236137328627,0.0,0.0,0.0,0,1,0,0,0,1,0
927,Personne morale,REEL,C,CIME,CRIL2,Bon,21.524444932696976,0.0,0.0,21.20377131263065,0.0,0.725660052775533,0.0,0.0,0.0,0,1,0,0,0,1,0
928,Personne morale,REEL,C,CIME,CRIL2,Bon,21.534196053607186,0.0,0.0,21.478389463549497,0.0,0.9457220298019013,0.0,0.0,0.0,0,1,0,0,0,1,0
929,Personne morale,REEL,C,CIME,CRIL2,Bon,21.539979441529955,0.0,0.0,20.24878393277939,0.0,0.27494189065371316,0.0,0.0,0.0,0,1,0,0,0,1,0
930,Personne morale,REEL,C,CIME,CRIC2,Bon,21.5544720385598,0.0,0.0,20.81414552295526,0.0,0.4769581553773215,0.0,0.0,0.0,0,1,0,0,0,1,0
931,Personne morale,REEL,C,DGE,DGE,Bon,21.57254936031365,0.0,18.93918390585257,0.0,0.0,0.0,167951180.0,0.07183629276178194,0.05720601101402131,1,0,0,0,1,1,1
932,Personne physique,REEL,C,CIME,CRIL1,Pas bon,21.597520896424523,0.0,0.0,21.258200885720974,0.0,0.7122544831398705,0.0,0.0,0.0,0,1,1,2,1,1,1
933,Personne morale,REEL,C,CIME,CRICEXT,Bon,21.605516264898547,0.0,0.0,20.691936363261036,0.0,0.40108580272987493,0.0,0.0,0.0,0,1,0,0,1,1,1
934,Personne morale,REEL,C,CIME,CRIL2,Bon,21.63343888388796,0.0,0.0,19.86790807699097,0.0,0.17109594306772952,0.0,0.0,0.0,0,1,0,0,0,1,0
935,Personne morale,REEL,C,DGE,DGE,Bon,21.636738064566508,0.0,0.0,21.091419341617765,0.0,0.5796570035040142,0.0,0.0,0.0,0,1,0,0,1,1,1
936,Personne morale,REEL,C,CIME,CRIL2,Bon,21.639374343018453,0.0,0.0,20.793952969695173,0.0,0.4293763919288722,0.0,0.0,0.0,0,1,0,0,1,1,1
937,Personne morale,REEL,C,DGE,DGE,Bon,21.648858208130743,0.0,21.147524904339047,0.0,0.0,0.0,1528457515.0,0.6057225085629143,1.5595683940534681,1,0,0,0,2,1,1
938,Personne morale,REEL,C,CIME,CRIC2,Bon,21.651619719167165,0.0,0.0,21.573283629248547,0.0,0.9246536071639835,0.0,0.0,0.0,0,1,0,0,0,1,0
939,Personne morale,REEL,C,CIME,CRIL1,Bon,21.6589776048887,0.0,0.0,20.11239852927718,0.0,0.21297530106160564,0.0,0.0,0.0,0,1,0,0,0,1,0
940,Personne morale,REEL,C,DGE,DGE,Bon,21.65976781379764,0.0,0.0,20.552451086198122,0.0,0.330444444613787,0.0,0.0,0.0,0,1,0,0,1,1,1
941,Personne morale,REEL,C,CIME,CRILEXT,Bon,21.68471858473655,0.0,0.0,20.94957301710549,0.0,0.47943566319891184,0.0,0.0,0.0,0,1,0,0,1,1,1
942,Personne morale,REEL,C,CIME,CRIL2,Bon,21.69658709386087,0.0,0.0,19.933095254655186,0.0,0.17144515809127148,0.0,0.0,0.0,0,1,0,0,0,1,0
943,Personne morale,REEL,C,CIME,CRIL2,Bon,21.698083186753383,0.0,0.0,21.42676440505425,0.0,0.7623734265903939,0.0,0.0,0.0,0,1,0,0,0,1,0
944,Personne morale,REEL,C,CIME,CRIL2,Bon,21.699332052432943,0.0,0.0,20.670965764348768,0.0,0.35759068340582534,0.0,0.0,0.0,0,1,0,0,1,1,1
945,Personne morale,REEL,C,CIME,CRIL1,Bon,21.727150446756905,0.0,0.0,20.094248429622994,0.0,0.19536180701217906,0.0,0.0,0.0,0,1,0,0,0,1,0
946,Personne morale,REEL,C,CIME,CRIL2,Bon,21.727991242775687,0.0,18.537439441820553,0.0,0.0,0.0,112384820.0,0.04114915816215501,0.6747248015267333,1,0,0,0,1,1,1
947,Personne morale,REEL,C,DGE,DGE,Bon,21.7400748924862,0.0,25.442730468985506,0.0,0.0,0.0,112108217450.0,40.55485801589898,0.20424158243038473,1,0,0,0,1,1,1
948,Personne morale,REEL,C,CIME,CRIL2,Bon,21.745387936130353,0.0,20.12129731501705,0.0,0.0,0.0,547732350.0,0.1970908236090442,0.03927255250491972,1,0,0,0,1,1,1
949,Personne morale,REEL,C,CIME,CRIL1,Bon,21.755803623328298,0.0,0.0,20.563592450342725,0.0,0.30354932103438437,0.0,0.0,0.0,0,1,0,0,0,1,0
950,Personne morale,REEL,C,CIME,CRIL2,Bon,21.77690331207941,0.0,0.0,21.314959147074344,0.0,0.6300575178694863,0.0,0.0,0.0,0,1,0,0,0,1,0
951,Personne morale,REEL,C,CIME,CRIL2,Bon,21.782024255019365,0.0,18.21130506650148,0.0,0.0,0.0,81109046.0,0.028135611246546538,0.06226348363799163,1,0,0,0,2,1,1
952,Personne morale,REEL,C,CIME,CRIL1,Bon,21.79830816839405,0.0,0.0,19.032419096621332,0.0,0.06292013361675619,0.0,0.0,0.0,0,1,0,0,1,1,1
953,Personne morale,REEL,C,DGE,DGE,Bon,21.806760365968568,0.0,0.0,18.79127832363467,0.0,0.04902219867694751,0.0,0.0,0.0,0,1,0,0,1,1,1
954,Personne morale,REEL,C,CIME,CRIL2,Bon,21.820515741323685,0.0,0.0,22.03826410629198,0.0,1.2432741765828699,0.0,0.0,0.0,0,1,0,0,0,1,0
955,Personne morale,REEL,C,DGE,DGE,Bon,21.825535357780712,0.0,0.0,18.973309994200267,0.0,0.057715739021093254,0.0,0.0,0.0,0,1,0,0,0,1,0
956,Personne morale,REEL,C,DGE,DGE,Bon,21.83449129673841,0.0,0.0,20.984721738977633,0.0,0.4275134374230811,0.0,0.0,0.0,0,1,0,0,1,1,1
957,Personne morale,REEL,C,DGE,DGE,Bon,21.83985316722623,0.0,0.0,22.676211953995672,0.0,2.3079479274492734,0.0,0.0,0.0,0,1,0,0,0,1,0
958,Personne morale,REEL,C,DGE,DGE,Bon,21.852358699980957,0.0,0.0,19.296670499719262,0.0,0.07763878232359783,0.0,0.0,0.0,0,1,0,0,0,1,0
959,Personne morale,REEL,C,DGE,DGE,Bon,21.854751498495496,0.0,0.0,21.67686577890767,0.0,0.8370380747567835,0.0,0.0,0.0,0,1,0,0,0,1,0
960,Personne morale,REEL,C,DGE,DGE,Bon,21.866491178104972,0.0,0.0,20.089200024941103,0.0,0.16909558114135165,0.0,0.0,0.0,0,1,0,0,0,1,0
961,Personne morale,REEL,C,DGE,DGE,Bon,21.884895199625664,0.0,0.0,20.123603150640673,0.0,0.1718227166616081,0.0,0.0,0.0,0,1,0,0,0,1,0
962,Personne morale,REEL,C,DGE,DGE,Bon,21.886885594591366,0.0,0.0,20.393724038661887,0.0,0.22466125213452026,0.0,0.0,0.0,0,1,0,0,0,1,0
963,Personne morale,REEL,C,DGE,DGE,Bon,21.899394771941395,0.0,0.0,21.73708475466625,0.0,0.8501775936308873,0.0,0.0,0.0,0,1,0,0,0,1,0
964,Personne morale,REEL,C,DGE,DGE,Bon,21.915285271555586,0.0,20.05143666236715,0.0,0.0,0.0,510773428.0,0.15507465836653878,0.5501717028832899,1,0,0,0,2,1,1
965,Personne morale,REEL,C,DGE,DGE,Bon,21.92204545157517,0.0,21.550039378683724,0.0,0.0,0.0,2285931366.0,0.6893500558618895,0.17234025150026763,1,0,0,0,1,1,1
966,Personne morale,REEL,C,DGE,DGE,Bon,21.939705754350694,0.0,0.0,22.329145280533538,0.0,1.4761532164622686,0.0,0.0,0.0,0,1,0,0,1,1,1
967,Personne morale,REEL,C,DGE,DGE,Bon,21.950508908174356,0.0,0.0,20.64588397175626,0.0,0.2712742607704782,0.0,0.0,0.0,0,1,0,0,0,1,0
968,Personne morale,REEL,C,DGE,DGE,Bon,21.954125576672055,0.0,0.0,21.53638368743391,0.0,0.6585321804414597,0.0,0.0,0.0,0,1,0,0,0,1,0
969,Personne morale,REEL,C,DGE,DGE,Bon,21.955816269796077,0.0,22.017664388908774,0.0,0.0,0.0,3648800749.0,1.0638007611625246,-0.18884279978185758,1,0,0,0,1,1,1
970,Personne morale,REEL,C,DGE,DGE,Bon,21.961953226776433,0.0,0.0,20.972377805592743,0.0,0.3717344878202028,0.0,0.0,0.0,0,1,0,0,1,1,1
971,Personne morale,REEL,C,DGE,DGE,Bon,21.98563433258541,0.0,0.0,20.17754375468007,0.0,0.1639669198671008,0.0,0.0,0.0,0,1,0,0,0,1,0
972,Personne morale,REEL,C,DGE,DGE,Bon,22.013619072282417,0.0,0.0,19.68659630520811,0.0,0.09758585055504039,0.0,0.0,0.0,0,1,0,0,0,1,0
973,Personne morale,REEL,C,DGE,DGE,Bon,22.028973267330255,0.0,21.84460347204741,0.0,0.0,0.0,3068956602.0,0.8316282144958018,1.2616357515500016,1,0,0,0,2,1,1
974,Personne morale,REEL,C,DGE,DGE,Bon,22.062346252074565,0.0,0.0,21.11584580301294,0.0,0.3880968140498561,0.0,0.0,0.0,0,1,0,0,0,1,0
975,Personne morale,REEL,C,DGE,DGE,Bon,22.068389495879593,0.0,18.977323293334287,0.0,0.0,0.0,174480455.0,0.04545346569835698,0.10864828798092886,1,0,0,0,1,1,1
976,Personne morale,REEL,C,DGE,DGE,Bon,22.09167846331917,0.0,0.0,21.866133072963436,0.0,0.7980808341982532,0.0,0.0,0.0,0,1,0,0,0,1,0
977,Personne morale,REEL,C,DGE,DGE,Bon,22.093471461143732,0.0,0.0,20.092767654123527,0.0,0.13524006657105433,0.0,0.0,0.0,0,1,0,0,0,1,0
978,Personne morale,REEL,C,DGE,DGE,Bon,22.112065258031933,0.0,20.05071775856916,0.0,0.0,0.0,510406363.0,0.12728234115010673,0.0708110528493695,1,0,0,0,2,1,1
979,Personne morale,REEL,C,DGE,DGE,Bon,22.113941156638127,0.0,0.0,20.657522792261535,0.0,0.2330695515521114,0.0,0.0,0.0,0,1,0,0,0,1,0
980,Personne morale,REEL,C,DGE,DGE,Bon,22.11683312733196,0.0,0.0,21.00349326318928,0.0,0.32846011468985314,0.0,0.0,0.0,0,1,0,0,0,1,0
981,Personne morale,REEL,C,DGE,DGE,Bon,22.12806399180206,0.0,0.0,19.424156653378624,0.0,0.06694343016775142,0.0,0.0,0.0,0,1,0,0,0,1,0
982,Personne morale,REEL,C,DGE,DGE,Bon,22.18277490335809,0.0,0.0,21.985960235974893,0.0,0.8213428405933475,0.0,0.0,0.0,0,1,0,0,0,1,0
983,Personne morale,REEL,C,DGE,DGE,Bon,22.190405809019026,0.0,0.0,21.456100697575152,0.0,0.47983877739659875,0.0,0.0,0.0,0,1,0,0,1,1,1
984,Personne morale,REEL,C,DGE,DGE,Bon,22.196411122225733,0.0,0.0,21.385912576181855,0.0,0.4446363390398757,0.0,0.0,0.0,0,1,0,0,0,1,0
985,Personne morale,REEL,C,DGE,DGE,Bon,22.214808611215876,0.0,0.0,21.971280123133038,0.0,0.7838571449018827,0.0,0.0,0.0,0,1,0,0,1,1,1
986,Personne morale,REEL,C,DGE,DGE,Bon,22.242104222309305,0.0,0.0,18.827993271197116,0.0,0.032905648212098106,0.0,0.0,0.0,0,1,0,0,0,1,0
987,Personne morale,REEL,C,DGE,DGE,Bon,22.246745104691914,0.0,0.0,21.937767023932263,0.0,0.7341968626694392,0.0,0.0,0.0,0,1,0,0,1,1,1
988,Personne morale,REEL,C,DGE,DGE,Bon,22.251381658395054,0.0,0.0,22.002315999669364,0.0,0.7795287886205048,0.0,0.0,0.0,0,1,0,0,0,1,0
989,Personne morale,REEL,C,DGE,DGE,Bon,22.26701648698561,0.0,0.0,21.43745406881533,0.0,0.4362401351054951,0.0,0.0,0.0,0,1,0,0,0,1,0
990,Personne morale,REEL,C,DGE,DGE,Bon,22.29754666661405,0.0,0.0,20.39447389381979,0.0,0.14910973401718883,0.0,0.0,0.0,0,1,0,0,0,1,0
991,Personne morale,REEL,C,DGE,DGE,Bon,22.303882559200293,0.0,0.0,21.851514717710614,0.0,0.6361201350999083,0.0,0.0,0.0,0,1,0,0,1,1,1
992,Personne morale,REEL,C,DGE,DGE,Bon,22.356656420964974,0.0,21.919621754602478,0.0,0.0,0.0,3308040160.0,0.6459490381237023,0.25929561983809674,1,0,0,0,1,1,1
993,Personne morale,REEL,C,DGE,DGE,Bon,22.35771711891312,0.0,19.208287747411116,0.0,0.0,0.0,219813000.0,0.04287658629478625,1.8306076725446605,1,0,0,0,1,1,1
994,Personne morale,REEL,C,DGE,DGE,Bon,22.36609016859158,0.0,0.0,19.555859032831776,0.0,0.060191078280344104,0.0,0.0,0.0,0,1,0,0,0,1,0
995,Personne morale,REEL,C,DGE,DGE,Bon,22.389699312049817,0.0,22.40849882901059,0.0,0.0,0.0,5393707476.0,1.0189773402748932,-0.010015888167379717,1,0,0,0,1,1,1
996,Personne morale,REEL,C,DGE,DGE,Bon,22.38972966209813,0.0,22.430760066006275,0.0,0.0,0.0,5515124509.0,1.0418837822138332,0.9745556963851368,1,0,0,0,1,1,1
997,Personne morale,REEL,C,DGE,DGE,Bon,22.397400532306524,0.0,21.16549229092905,0.0,0.0,0.0,1556168100.0,0.29173534453891115,0.8278150440993356,1,0,0,0,1,1,1
998,Personne morale,REEL,C,DGE,DGE,Bon,22.431346472452564,0.0,0.0,19.216646901695633,0.0,0.04016739929130276,0.0,0.0,0.0,0,1,0,0,0,1,0
999,Personne morale,REEL,C,DGE,DGE,Bon,22.44520428472312,0.0,19.383855065542164,0.0,0.0,0.0,262000000.0,0.046824475921342514,0.2754018590592626,1,0,0,0,1,1,1
1000,Personne morale,REEL,C,DGE,DGE,Bon,22.475422359285844,0.0,20.94194658635767,0.0,0.0,0.0,1244433926.0,0.21578434480148648,0.7273543522604318,1,0,0,0,1,1,1
1001,Personne morale,REEL,C,DGE,DGE,Bon,22.479966823097875,0.0,21.980070622568807,0.0,0.0,0.0,3514174986.0,0.6065936203691968,1.8951544881917441,1,0,0,0,1,1,1
1002,Personne morale,REEL,C,DGE,DGE,Bon,22.480922029153596,0.0,0.0,21.62407376602472,0.0,0.42449788162107444,0.0,0.0,0.0,0,1,0,0,0,1,0
1003,Personne morale,REEL,C,DGE,DGE,Bon,22.48408881453288,0.0,20.24057706966102,0.0,0.0,0.0,617121861.0,0.10608530477466223,-0.1712867048478258,1,0,0,0,2,1,1
1004,Personne morale,REEL,C,DGE,DGE,Bon,22.543891869197346,0.0,0.0,21.472844567494768,0.0,0.34264947189971656,0.0,0.0,0.0,0,1,0,0,0,1,0
1005,Personne morale,REEL,C,DGE,DGE,Bon,22.595302977472656,0.0,0.0,21.771407980066286,0.0,0.4387195107622035,0.0,0.0,0.0,0,1,0,0,0,1,0
1006,Personne morale,REEL,C,DGE,DGE,Bon,22.671241239040622,0.0,18.589757693551665,0.0,0.0,0.0,118421125.0,0.01688240111242818,0.09832179263747544,1,0,0,0,1,1,1
1007,Personne morale,REEL,C,DGE,DGE,Bon,22.69380099114997,0.0,0.0,23.15092313784823,0.0,1.5795218057008678,0.0,0.0,0.0,0,1,0,0,1,1,1
1008,Personne morale,REEL,C,DGE,DGE,Bon,22.697493652610962,0.0,0.0,22.408111810452276,0.0,0.7487262554237345,0.0,0.0,0.0,0,1,0,0,0,1,0
1009,Personne morale,REEL,C,DGE,DGE,Bon,22.704027261694364,0.0,0.0,18.902868624072084,0.0,0.02234486711021407,0.0,0.0,0.0,0,1,0,0,0,1,0
1010,Personne morale,REEL,C,DGE,DGE,Bon,22.70516332399292,0.0,0.0,21.830325599360616,0.0,0.41692967146719434,0.0,0.0,0.0,0,1,0,0,0,1,0
1011,Personne morale,REEL,C,DGE,DGE,Bon,22.70629793097335,0.0,0.0,20.997262124056483,0.0,0.18104026612531227,0.0,0.0,0.0,0,1,0,0,0,1,0
1012,Personne morale,REEL,C,DGE,DGE,Bon,22.70830172431537,0.0,22.014559975970123,0.0,0.0,0.0,3637490929.0,0.49970280433017433,-0.38541878682409025,1,0,0,0,1,1,1
1013,Personne morale,REEL,C,DGE,DGE,Bon,22.715571899299878,0.0,0.0,22.49045389939254,0.0,0.7984219993422186,0.0,0.0,0.0,0,1,0,0,1,1,1
1014,Personne morale,REEL,C,DGE,DGE,Bon,22.726479334592092,0.0,0.0,19.217836558289466,0.0,0.029937518651136884,0.0,0.0,0.0,0,1,0,0,1,1,1
1015,Personne morale,REEL,C,DGE,DGE,Bon,22.733991278879106,0.0,0.0,21.98270333342517,0.0,0.4717585618664291,0.0,0.0,0.0,0,1,0,0,0,1,0
1016,Personne morale,REEL,C,DGE,DGE,Bon,22.741553028583276,0.0,21.106831704880854,0.0,0.0,0.0,1467508210.0,0.19500670734208844,0.1138311035422216,1,0,0,0,1,1,1
1017,Personne morale,REEL,C,DGE,DGE,Bon,22.772276451540613,0.0,19.457693090959232,0.0,0.0,0.0,282077690.0,0.03634918979937575,-0.13082862718149968,1,0,0,0,1,1,1
1018,Personne morale,REEL,C,DGE,DGE,Bon,22.783526197587335,0.0,18.321726983362066,0.0,0.0,0.0,90578458.0,0.011541578695002693,0.033750534220799586,1,0,0,0,2,1,1
1019,Personne morale,REEL,C,DGE,DGE,Bon,22.78396608901442,0.0,0.0,21.675107588415766,0.0,0.3299353670974255,0.0,0.0,0.0,0,1,0,0,0,1,0
1020,Personne morale,REEL,C,DGE,DGE,Bon,22.805747050140337,0.0,0.0,20.337315903059043,0.0,0.08471766422865935,0.0,0.0,0.0,0,1,0,0,0,1,0
1021,Personne morale,REEL,C,DGE,DGE,Bon,22.815599161713532,0.0,20.245949623812184,0.0,0.0,0.0,620446304.0,0.07656237280912129,0.2815991974315799,1,0,0,0,1,1,1
1022,Personne morale,REEL,C,DGE,DGE,Bon,22.82369328241283,0.0,22.63313317810287,0.0,0.0,0.0,6752193000.0,0.8264960801371665,1.3778202579640766,1,0,0,0,1,1,1
1023,Personne morale,REEL,C,DGE,DGE,Bon,22.840161651050956,0.0,0.0,20.24685212776546,0.0,0.07477216978768494,0.0,0.0,0.0,0,1,0,0,0,1,0
1024,Personne morale,REEL,C,DGE,DGE,Bon,22.845815471311667,0.0,0.0,23.825328681832048,0.0,2.6631595281810934,0.0,0.0,0.0,0,1,0,0,0,1,0
1025,Personne morale,REEL,C,DGE,DGE,Bon,22.863867499860802,0.0,20.20621028239834,0.0,0.0,0.0,596273660.0,0.0701122872094562,0.09945990717128485,1,0,0,0,2,1,1
1026,Personne morale,REEL,C,DGE,DGE,Bon,22.905497022711412,0.0,0.0,22.811053937490687,0.0,0.9098795186315625,0.0,0.0,0.0,0,1,0,0,1,1,1
1027,Personne morale,REEL,C,DGE,DGE,Bon,22.919218413410203,0.0,0.0,21.17209325902942,0.0,0.1742742353858896,0.0,0.0,0.0,0,1,0,0,0,1,0
1028,Personne morale,REEL,C,DGE,DGE,Bon,22.92789317897063,0.0,22.943333110327966,0.0,0.0,0.0,9207950294.0,1.0155597428204859,0.3452759787414476,1,0,0,0,1,1,1
1029,Personne morale,REEL,C,DGE,DGE,Bon,22.935727100619676,0.0,0.0,22.39446570705584,0.0,0.5820136407841783,0.0,0.0,0.0,0,1,0,0,0,1,0
1030,Personne morale,REEL,C,DGE,DGE,Bon,22.97992821833161,0.0,0.0,22.563186467801366,0.0,0.6591911336204167,0.0,0.0,0.0,0,1,0,0,0,1,0
1031,Personne morale,REEL,C,DGE,DGE,Bon,23.01528654188375,0.0,0.0,20.786071078071675,0.0,0.10761282307977582,0.0,0.0,0.0,0,1,0,0,0,1,0
1032,Personne morale,REEL,C,DGE,DGE,Bon,23.019680986827577,0.0,0.0,22.159561814321716,0.0,0.42311165593616845,0.0,0.0,0.0,0,1,0,0,0,1,0
1033,Personne morale,REEL,C,DGE,DGE,Bon,23.043766718373274,0.0,0.0,19.512597430353846,0.0,0.029270669907322293,0.0,0.0,0.0,0,1,0,0,0,1,0
1034,Personne morale,REEL,C,DGE,DGE,Bon,23.04543093343819,0.0,21.28623429610778,0.0,0.0,0.0,1755877020.0,0.17218313367910293,-0.10880328519406585,1,0,0,0,2,1,1
1035,Personne morale,REEL,C,DGE,DGE,Bon,23.04672261353344,0.0,0.0,22.6064915656042,0.0,0.6438876348927799,0.0,0.0,0.0,0,1,0,0,1,1,1
1036,Personne morale,REEL,C,DGE,DGE,Bon,23.060057704574206,0.0,0.0,21.887886547168968,0.0,0.30969381668000895,0.0,0.0,0.0,0,1,0,0,1,1,1
1037,Personne morale,REEL,C,DGE,DGE,Bon,23.06118001494541,0.0,23.011772742668455,0.0,0.0,0.0,9860204469.0,0.9517934115839678,-0.0605553309357513,1,0,0,0,1,1,1
1038,Personne morale,REEL,C,DGE,DGE,Bon,23.07100637384341,0.0,19.611541660958185,0.0,0.0,0.0,328991232.0,0.03144659037303608,0.20686202406084153,1,0,0,0,1,1,1
1039,Personne morale,REEL,C,DGE,DGE,Bon,23.084685271761572,0.0,0.0,22.309152462639936,0.0,0.4604583791097538,0.0,0.0,0.0,0,1,0,0,0,1,0
