NIU,PERSO_JUR,REGIME_2022,PROFIL_2022,CENTRE_2022,CRI_2022,QUAL_NIU_2022,LOG_CA_2022,LOG_CA_EXP_2022,LOG_VAL_EXP_2022,LOG_VAL_IMP_2022,RATIO_EXP_CA_2022,RATIO_IMP_CA_2022,ECART_EXP_DOUANE_2022,RATIO_ECART_2022,EVOL_CA_2122,INTENSITE_EXP_2022,INTENSITE_IMP_2022,NIU_MAUVAIS,SCORE_FICH_2022,SCORE_DEV_2022,SCORE_RCA_2022,FRAUDE_2022
2717,Personne physique,SALARIE,PC,CDI,CRIL1,Bon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0
2718,Personne physique,SALARIE,PC,CDI,CRIL1,Bon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0
2719,Personne physique,SALARIE,PC,CDI,CRIL1,Bon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0
2720,Personne physique,SALARIE,PC,CDI,CRIL1,Bon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0
2721,Personne physique,SALARIE,PC,CDI,CRIL1,Bon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0
2722,Personne physique,SALARIE,PC,CDI,CRIL1,Bon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0
2723,Personne physique,SALARIE,PC,CDI,CRIL1,Bon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0
2724,Personne physique,SALARIE,PC,CDI,CRIL1,Bon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0
2725,Personne physique,SALARIE,PC,CDI,CRIL1,Bon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0
2726,Personne physique,SALARIE,PC,CDI,CRIL1,Bon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0
2727,Personne physique,SALARIE,PC,CDI,CRIL1,Bon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0
2728,Personne physique,SALARIE,PC,CDI,CRIL1,Bon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0
2729,Personne physique,SALARIE,PC,CDI,CRIL1,Bon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0
2730,Personne physique,SALARIE,PC,CDI,CRIL1,Bon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0
2731,Personne physique,SALARIE,PC,CDI,CRIL1,Bon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0
2732,Personne physique,SALARIE,PC,CDI,CRIL1,Bon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0
2733,Personne physique,SALARIE,PC,CDI,CRIL1,Bon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0
2734,Personne physique,SALARIE,PC,CDI,CRIL1,Bon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0
2735,Personne physique,SALARIE,PC,CDI,CRIL1,Bon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0
2736,Personne physique,SALARIE,PC,CDI,CRIL1,Bon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0
2737,Personne physique,SALARIE,PC,CDI,CRIL1,Bon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0
2738,Personne physique,SALARIE,PC,CDI,CRIL1,Bon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0
2739,Personne physique,SALARIE,PC,CDI,CRIL1,Bon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0
2740,Personne physique,SALARIE,PC,CDI,CRIL1,Bon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0
2741,Personne physique,SALARIE,PC,CDI,CRIL1,Bon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0
2742,Personne physique,SALARIE,PC,CDI,CRIL1,Bon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0
2743,Personne physique,SALARIE,PC,CDI,CRIL1,Bon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0
2744,Personne physique,SALARIE,PC,CDI,CRIL1,Bon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0
2745,Personne physique,SALARIE,PC,CDI,CRIL1,Bon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0
2746,Personne physique,SALARIE,PC,CDI,CRIL1,Bon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0
2747,Personne physique,SALARIE,PC,CDI,CRIL1,Bon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0
2748,Personne physique,SALARIE,PC,CDI,CRIL1,Bon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0
2749,Personne physique,SALARIE,PC,CDI,CRIL1,Bon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0
2750,Personne physique,SALARIE,PC,CDI,CRIL1,Bon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0
2751,Personne physique,SALARIE,PC,CDI,CRIL1,Bon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0
2752,Personne physique,SALARIE,PC,CDI,CRIL1,Bon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0
2753,Personne physique,SALARIE,PC,CDI,CRIL1,Bon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0
2754,Personne physique,SALARIE,PC,CDI,CRIL1,Bon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0
2755,Personne physique,SALARIE,PC,CDI,CRIL1,Bon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0
2756,Personne physique,SALARIE,PC,CDI,CRIL1,Bon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0
2757,Personne physique,SALARIE,PC,CDI,CRIL1,Bon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0
2758,Personne physique,SALARIE,PC,CDI,CRIL1,Bon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0
2759,Personne physique,SALARIE,PC,CDI,CRIL1,Bon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0
2760,Personne physique,SALARIE,PC,CDI,CRIL1,Bon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0
2761,Personne physique,SALARIE,PC,CDI,CRIL1,Bon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0
2762,Personne physique,SALARIE,PC,CDI,CRIL1,Bon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0
2763,Personne physique,SALARIE,PC,CDI,CRIL1,Bon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0
2764,Personne physique,SALARIE,PC,CDI,CRIL1,Bon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0
2765,Personne physique,SALARIE,PC,CDI,CRIL1,Bon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0
2766,Personne physique,SALARIE,PC,CDI,CRIL1,Bon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0
2767,Personne physique,SALARIE,PC,CDI,CRIL1,Bon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0
2768,Personne physique,SALARIE,PC,CDI,CRIL1,Bon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0
2769,Personne physique,SALARIE,PC,CDI,CRIL1,Bon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0
2770,Personne physique,SALARIE,PC,CDI,CRIL1,Bon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0
2771,Personne physique,SALARIE,PC,CDI,CRIL1,Bon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0
2772,Personne physique,SALARIE,PC,CDI,CRIL1,Bon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0
2773,Personne physique,SALARIE,PC,CDI,CRIL1,Bon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0
2774,Personne physique,SALARIE,PC,CDI,CRIL1,Bon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0
2775,Personne physique,SALARIE,PC,CDI,CRIL1,Bon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0
2776,Personne physique,SALARIE,PC,CDI,CRIL1,Bon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0
2777,Personne physique,SALARIE,PC,CDI,CRIL1,Bon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0
2778,Personne physique,SALARIE,PC,CDI,CRIL1,Bon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0
2779,Personne physique,SALARIE,PC,CDI,CRIL1,Bon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0
2780,Personne physique,SALARIE,PC,CDI,CRIL1,Bon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0
2781,Personne physique,SALARIE,PC,CDI,CRIL1,Bon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0
2782,Personne physique,SALARIE,PC,CDI,CRIL1,Bon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0
2783,Personne physique,SALARIE,PC,CDI,CRIL1,Bon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0
2784,Personne physique,SALARIE,PC,CDI,CRIL1,Bon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0
2785,Personne physique,SALARIE,PC,CDI,CRIL1,Bon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0
2786,Personne physique,SALARIE,PC,CDI,CRIL1,Bon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0
2787,Personne physique,SALARIE,PC,CDI,CRIL1,Bon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0
2788,Personne physique,SALARIE,PC,CDI,CRIL1,Bon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0
2789,Personne physique,SALARIE,PC,CDI,CRIL1,Bon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0
2790,Personne physique,SALARIE,PC,CDI,CRIL1,Bon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0
2791,Personne physique,SALARIE,PC,CDI,CRIL1,Bon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0
2792,Personne physique,SALARIE,PC,CDI,CRIL1,Bon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0
2793,Personne physique,SALARIE,PC,CDI,CRIL1,Bon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0
2794,Personne physique,SALARIE,PC,CDI,CRIL1,Bon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0
2795,Personne physique,SALARIE,PC,CDI,CRIL1,Bon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0
2796,Personne physique,SALARIE,PC,CDI,CRIL1,Bon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0
2797,Personne physique,SALARIE,PC,CDI,CRIL1,Bon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0
2798,Personne physique,SALARIE,PC,CDI,CRIL1,Bon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0
2799,Personne physique,SALARIE,PC,CDI,CRIL1,Bon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0
2800,Personne physique,SALARIE,PC,CDI,CRIL1,Bon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0
2801,Personne physique,SALARIE,PC,CDI,CRIL1,Bon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0
2802,Personne physique,SALARIE,PC,CDI,CRIL1,Bon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0
2803,Personne physique,SALARIE,PC,CDI,CRIL1,Bon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0
2804,Personne physique,SALARIE,PC,CDI,CRIL1,Bon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0
2805,Personne physique,SALARIE,PC,CDI,CRIL1,Bon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0
2806,Personne physique,SALARIE,PC,CDI,CRIL1,Bon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0
2807,Personne physique,SALARIE,PC,CDI,CRIL1,Bon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0
2808,Personne physique,SALARIE,PC,CDI,CRIL1,Bon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0
2809,Personne physique,SALARIE,PC,CDI,CRIL1,Bon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0
2810,Personne physique,SALARIE,PC,CDI,CRIL1,Bon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0
2811,Personne physique,SALARIE,PC,CDI,CRIL1,Bon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0
2812,Personne physique,SALARIE,PC,CDI,CRIL1,Bon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0
2813,Personne physique,SALARIE,PC,CDI,CRIL1,Bon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0
2814,Personne physique,SALARIE,PC,CDI,CRIL1,Bon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0
2815,Personne physique,SALARIE,PC,CDI,CRIL1,Bon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0
2816,Personne physique,SALARIE,PC,CDI,CRIL1,Bon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0
2817,Personne physique,SALARIE,PC,CDI,CRIL1,Bon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0
2818,Personne physique,SALARIE,PC,CDI,CRIL1,Bon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0
2819,Personne physique,SALARIE,PC,CDI,CRIL1,Bon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0
2820,Personne physique,SALARIE,PC,CDI,CRIL1,Bon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0
2821,Personne physique,SALARIE,PC,CDI,CRIL1,Bon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0
2822,Personne physique,SALARIE,PC,CDI,CRIL1,Bon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0
2823,Personne physique,SALARIE,PC,CDI,CRIL1,Bon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0
2824,Personne physique,SALARIE,PC,CDI,CRIL1,Bon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0
2825,Personne physique,SALARIE,PC,CDI,CRIL1,Bon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0
2826,Personne physique,SALARIE,PC,CDI,CRIL1,Bon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0
2827,Personne physique,SALARIE,PC,CDI,CRIL1,Bon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0
2828,Personne physique,SALARIE,PC,CDI,CRIL1,Bon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0
2829,Personne physique,SALARIE,PC,CDI,CRIL1,Bon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0
2830,Personne physique,SALARIE,PC,CDI,CRIL1,Bon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0
2831,Personne physique,SALARIE,PC,CDI,CRIL1,Bon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0
2832,Personne physique,SALARIE,PC,CDI,CRIL1,Bon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0
2833,Personne physique,SALARIE,PC,CDI,CRIL1,Bon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0
2834,Personne physique,SALARIE,PC,CDI,CRIL1,Bon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0
2835,Personne physique,SALARIE,PC,CDI,CRIL1,Bon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0
2836,Personne physique,SALARIE,PC,CDI,CRIL1,Bon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0
2837,Personne physique,SALARIE,PC,CDI,CRIL1,Bon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0
2838,Personne physique,SALARIE,PC,CDI,CRIL1,Bon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0
2839,Personne physique,SALARIE,PC,CDI,CRIL1,Bon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0
2840,Personne physique,SALARIE,PC,CDI,CRIL1,Bon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0
2841,Personne physique,SALARIE,PC,CDI,CRIL1,Bon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0
2842,Personne physique,SALARIE,PC,CDI,CRIL1,Bon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0
2843,Personne physique,SALARIE,PC,CDI,CRIL1,Bon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0
2844,Personne physique,SALARIE,PC,CDI,CRIL1,Bon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0
2845,Personne physique,SALARIE,PC,CDI,CRIL1,Bon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0
2846,Personne physique,SALARIE,PC,CDI,CRIL1,Bon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0
2847,Personne physique,SALARIE,PC,CDI,CRIL1,Bon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0
2848,Personne physique,SALARIE,PC,CDI,CRIL1,Bon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0
2849,Personne physique,SALARIE,PC,CDI,CRIL1,Bon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0
2850,Personne physique,SALARIE,PC,CDI,CRIL1,Bon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0
2851,Personne physique,SALARIE,PC,CDI,CRIL1,Bon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0
2852,Personne physique,SALARIE,PC,CDI,CRIL1,Bon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0
2853,Personne physique,SALARIE,PC,CDI,CRIL1,Bon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0
2854,Personne physique,SALARIE,PC,CDI,CRIL1,Bon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0
2855,Personne physique,SALARIE,PC,CDI,CRIL1,Bon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0
2856,Personne physique,SALARIE,PC,CDI,CRIL1,Bon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0
2857,Personne physique,SALARIE,PC,CDI,CRIL1,Bon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0
2858,Personne physique,SALARIE,PC,CDI,CRIL1,Bon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0
2859,Personne physique,SALARIE,PC,CDI,CRIL1,Bon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0
2860,Personne physique,SALARIE,PC,CDI,CRIL1,Bon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0
2861,Personne physique,SALARIE,PC,CDI,CRIL1,Bon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0
2862,Personne physique,SALARIE,PC,CDI,CRIL1,Bon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0
2863,Personne physique,SALARIE,PC,CDI,CRIL1,Bon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0
2864,Personne physique,SALARIE,PC,CDI,CRIL1,Bon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0
2865,Personne physique,SALARIE,PC,CDI,CRIL1,Bon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0
2866,Personne physique,SALARIE,PC,CDI,CRIL1,Bon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0
2867,Personne physique,SALARIE,PC,CDI,CRIL1,Bon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0
2868,Personne physique,SALARIE,PC,CDI,CRIL1,Bon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0
2869,Personne physique,SALARIE,PC,CDI,CRIL1,Bon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0
2870,Personne physique,SALARIE,PC,CDI,CRIL1,Bon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0
2871,Personne physique,SALARIE,PC,CDI,CRIL1,Bon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0
2872,Personne physique,SALARIE,PC,CDI,CRIL1,Bon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0
2873,Personne physique,SALARIE,PC,CDI,CRIL1,Bon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0
2874,Personne physique,SALARIE,PC,CDI,CRIL1,Bon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0
2875,Personne physique,SALARIE,PC,CDI,CRIL1,Bon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0
2876,Personne physique,SALARIE,PC,CDI,CRIL1,Bon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0
2877,Personne physique,SALARIE,PC,CDI,CRIL1,Bon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0
2878,Personne physique,SALARIE,PC,CDI,CRIL1,Bon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0
2879,Personne physique,SALARIE,PC,CDI,CRIL1,Bon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0
2880,Personne physique,SALARIE,PC,CDI,CRIL1,Bon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0
2881,Personne physique,SALARIE,PC,CDI,CRIL1,Bon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0
2882,Personne physique,SALARIE,PC,CDI,CRIL1,Bon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0
2883,Personne physique,SALARIE,PC,CDI,CRIL1,Bon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0
